,importPrice,serialNum,sumAmount,sumTotal,supplier,unit
476,66.00,6907992514178,17.00,"1,326.00",西安腾旺贸易有限公司,提
477,56.00,6907992514406,9.00,612.00,西安腾旺贸易有限公司,提
478,66.00,6907992514604,2.00,156.00,西安腾旺贸易有限公司,提
479,72.00,6907992515533,4.00,352.00,西安腾旺贸易有限公司,提
480,65.00,6907992516691,4.00,312.00,西安腾旺贸易有限公司,盘
481,72.00,6907992518077,4.00,352.00,西安腾旺贸易有限公司,提
482,54.00,6907992518992,5.00,330.00,西安腾旺贸易有限公司,提
483,78.00,6907992519241,2.00,192.00,西安腾旺贸易有限公司,提
484,12.00,6924810801807,15.00,232.50,西安腾旺贸易有限公司,瓶
485,12.00,6924810801838,15.00,232.50,西安腾旺贸易有限公司,瓶
486,9.80,6928494805250,14.00,179.20,西安腾旺贸易有限公司,盒
487,9.80,6928494805267,12.00,153.60,西安腾旺贸易有限公司,盒
488,15.80,6928494805717,6.00,118.80,西安腾旺贸易有限公司,盒
489,11.50,6928494806448,2.00,29.60,西安腾旺贸易有限公司,盒
490,31.00,6924810810014,12.00,492.00,西安腾旺贸易有限公司,盒
491,19.00,6924810812216,8.00,192.00,西安腾旺贸易有限公司,盒
492,6.50,6971550820001,24.00,204.00,西安腾旺贸易有限公司,盒
493,11.50,6971550820599,14.00,207.20,西安腾旺贸易有限公司,盒
494,11.60,6971550820643,18.00,266.40,西安腾旺贸易有限公司,盒
495,11.60,6971550820650,15.00,222.00,西安腾旺贸易有限公司,盒
496,5.00,6971550820698,24.00,158.40,西安腾旺贸易有限公司,盒
497,5.00,6971550821046,24.00,158.40,西安腾旺贸易有限公司,盒
498,10.00,6971550821107,12.00,156.00,西安腾旺贸易有限公司,瓶
499,15.20,6971550821114,8.00,156.80,西安腾旺贸易有限公司,排
500,15.20,6971550821121,8.00,156.80,西安腾旺贸易有限公司,排
501,28.70,6924810822222,12.00,441.60,西安腾旺贸易有限公司,盒
502,26.70,6924810822376,9.00,304.20,西安腾旺贸易有限公司,盒
503,27.00,6924810822406,9.00,322.20,西安腾旺贸易有限公司,瓶
504,7.00,6924810824608,18.00,158.40,西安腾旺贸易有限公司,盒
505,70.00,6935739919337,52.00,"4,576.00",西安腾旺贸易有限公司,提
507,84.00,6944910337563,6.00,594.00,西安腾旺贸易有限公司,袋
508,10.00,6922507800621,14.00,179.20,西安腾旺贸易有限公司,袋
509,10.00,6922507800638,8.00,102.40,西安腾旺贸易有限公司,袋
510,10.00,6922507804087,15.00,192.00,西安腾旺贸易有限公司,袋
511,5.50,6922507804117,5.00,34.50,西安腾旺贸易有限公司,袋
512,11.00,6922507805022,19.00,262.20,西安腾旺贸易有限公司,袋
513,3.50,6922507809754,35.00,157.50,西安腾旺贸易有限公司,袋
514,8.00,6922507821688,8.00,84.00,西安腾旺贸易有限公司,袋
515,8.00,6922507821695,3.00,31.50,西安腾旺贸易有限公司,袋
516,8.00,6922507821701,6.00,63.00,西安腾旺贸易有限公司,袋
517,6.00,6922507823903,7.00,52.50,西安腾旺贸易有限公司,袋
518,6.00,6922507823910,5.00,37.50,西安腾旺贸易有限公司,袋
520,13.00,6944910352412,9.00,152.10,西安腾旺贸易有限公司,袋
521,37.00,6944910355765,54.00,"2,430.00",西安腾旺贸易有限公司,袋
522,55.00,6974919372364,1.00,68.00,西安腾旺贸易有限公司,袋
523,39.00,6974919372371,5.00,275.00,西安腾旺贸易有限公司,袋
525,118.00,8411342000177,2.00,304.00,西安腾旺贸易有限公司,瓶
526,166.00,6941499115070,2.00,396.00,西安腾旺贸易有限公司,瓶
527,99.00,6941499119399,13.00,"1,547.00",西安腾旺贸易有限公司,桶
528,112.00,6943844176118,3.00,417.00,西安腾旺贸易有限公司,桶
529,88.00,6943844176132,3.00,330.00,西安腾旺贸易有限公司,桶
532,3.80,6970339116120,160.00,720.00,陕西小大贸易有限公司,盒
533,3.80,6970339116137,44.00,198.00,陕西小大贸易有限公司,盒
534,2.80,6970339116144,108.00,486.00,陕西小大贸易有限公司,盒
535,56.00,6970339116151,25.00,"1,625.00",陕西小大贸易有限公司,提
536,3.00,6970339116373,148.00,592.00,陕西小大贸易有限公司,盒
537,5.80,6970339116588,39.00,269.10,陕西小大贸易有限公司,盒
538,8.50,6970339116915,6.00,63.00,陕西小大贸易有限公司,盒
539,3.50,6970339117097,36.00,162.00,陕西小大贸易有限公司,瓶
540,3.00,6970339117233,102.00,408.00,陕西小大贸易有限公司,瓶
541,11.00,6970339117523,16.00,232.00,陕西小大贸易有限公司,盒
542,11.00,6970339117554,5.00,72.50,陕西小大贸易有限公司,盒
543,5.80,6970339117639,7.00,52.50,陕西小大贸易有限公司,瓶
544,5.80,6970339117646,6.00,45.00,陕西小大贸易有限公司,瓶
545,5.80,6970339117653,13.00,97.50,陕西小大贸易有限公司,瓶
546,20.00,6970339117677,24.00,624.00,陕西小大贸易有限公司,盒
547,3.70,6970339117844,68.00,299.20,陕西小大贸易有限公司,盒
548,10.50,6970339117998,2.00,25.80,陕西小大贸易有限公司,盒
549,11.20,6970339118186,18.00,250.20,陕西小大贸易有限公司,盒
550,10.00,6970618570001,17.00,212.50,陕西小大贸易有限公司,盒
551,30.50,6970618570056,1.00,38.00,陕西小大贸易有限公司,盒
552,7.50,6970618570070,32.00,304.00,陕西小大贸易有限公司,盒
553,9.50,6970618570209,3.00,35.40,陕西小大贸易有限公司,盒
554,9.30,6970618570384,11.00,118.80,陕西小大贸易有限公司,盒
555,22.00,6970618570414,8.00,240.00,陕西小大贸易有限公司,盒
556,7.50,6970618570599,58.00,551.00,陕西小大贸易有限公司,盒
557,5.50,6927797622304,24.00,156.00,陕西小大贸易有限公司,盒
558,4.00,6927797622700,60.00,330.00,陕西小大贸易有限公司,盒
559,4.00,6927797622724,66.00,363.00,陕西小大贸易有限公司,盒
560,4.00,6927797623370,72.00,396.00,陕西小大贸易有限公司,盒
561,4.00,6927797623530,72.00,396.00,陕西小大贸易有限公司,盒
563,16.50,6970339116557,12.00,234.00,陕西小大贸易有限公司,盒
564,52.00,6923644232658,17.00,"1,105.00",陕西小大贸易有限公司,提
565,50.00,6923644266318,89.00,"5,251.00",陕西小大贸易有限公司,提
566,60.50,6923644295844,21.00,"1,596.00",陕西小大贸易有限公司,提
567,58.00,6923644297251,22.00,"1,496.00",陕西小大贸易有限公司,提
568,55.00,6923644299804,6.00,408.00,陕西小大贸易有限公司,提
571,0.44,3,586.00,293.00,新城区西华陶瓷厨具经营部,条
574,4.30,6902538004045,22.00,114.40,西安海和景商贸有限公司,瓶
575,4.30,6902538004052,14.00,72.80,西安海和景商贸有限公司,瓶
576,7.00,8855044004628,5.00,49.50,西安海和景商贸有限公司,瓶
577,4.30,6902538005141,13.00,67.60,西安海和景商贸有限公司,瓶
578,7.00,8855044006684,4.00,39.60,西安海和景商贸有限公司,瓶
579,5.00,6917878030623,19.00,123.50,西安海和景商贸有限公司,瓶
580,5.00,6917878036847,1.00,6.50,西安海和景商贸有限公司,瓶
581,4.80,4904910060320,3.00,17.70,西安海和景商贸有限公司,瓶
582,5.20,6917878062952,8.00,49.60,西安海和景商贸有限公司,瓶
583,11.50,6943851102667,7.00,101.50,西安海和景商贸有限公司,瓶
584,11.50,6943851102674,6.00,87.00,西安海和景商贸有限公司,瓶
585,11.50,6943851102780,3.00,43.50,西安海和景商贸有限公司,瓶
586,13.50,6973497200045,10.00,168.00,西安海和景商贸有限公司,瓶
587,13.50,6973497200052,16.00,268.80,西安海和景商贸有限公司,瓶
588,4.60,6973497200199,5.00,30.00,西安海和景商贸有限公司,瓶
589,4.60,6973497200205,10.00,60.00,西安海和景商贸有限公司,瓶
590,4.60,6973497200212,2.00,12.00,西安海和景商贸有限公司,瓶
591,5.00,6973497200298,3.00,19.50,西安海和景商贸有限公司,瓶
592,5.00,6973497200304,44.00,286.00,西安海和景商贸有限公司,瓶
593,5.00,6973497200311,8.00,52.00,西安海和景商贸有限公司,瓶
594,4.60,6973497202346,82.00,475.60,西安海和景商贸有限公司,瓶
595,4.60,6973497202360,128.00,742.40,西安海和景商贸有限公司,瓶
596,4.60,6973497202940,59.00,342.20,西安海和景商贸有限公司,瓶
597,12.80,6923555210462,12.00,178.80,西安海和景商贸有限公司,盒
598,12.80,6923555210479,8.00,119.20,西安海和景商贸有限公司,盒
599,12.80,6923555212749,14.00,208.60,西安海和景商贸有限公司,盒
600,4.80,6974878230101,28.00,162.40,西安海和景商贸有限公司,瓶
601,4.80,6972863230105,37.00,218.30,西安海和景商贸有限公司,瓶
602,4.70,6972863230259,19.00,108.30,西安海和景商贸有限公司,瓶
603,4.00,6935498308793,150.00,735.00,西安海和景商贸有限公司,瓶
604,6.50,6971196385070,24.00,189.60,西安海和景商贸有限公司,瓶
605,6.50,6971196385162,23.00,181.70,西安海和景商贸有限公司,瓶
606,6.50,6971196385179,7.00,55.30,西安海和景商贸有限公司,瓶
607,5.80,6954767401836,3.00,21.00,西安海和景商贸有限公司,瓶
608,5.80,6954767401850,2.00,14.00,西安海和景商贸有限公司,瓶
609,5.80,6954767401874,3.00,21.00,西安海和景商贸有限公司,瓶
610,4.00,6954767422688,15.00,72.00,西安海和景商贸有限公司,瓶
611,2.10,6954767430386,41.00,102.50,西安海和景商贸有限公司,瓶
612,5.00,6973782440125,6.00,36.00,西安海和景商贸有限公司,瓶
613,5.00,6973782440149,3.00,18.00,西安海和景商贸有限公司,瓶
614,5.00,6973782440347,5.00,30.00,西安海和景商贸有限公司,瓶
615,1.80,6922255447833,62.00,148.80,西安海和景商贸有限公司,瓶
616,10.00,6901818460878,7.00,87.50,西安海和景商贸有限公司,瓶
617,6.50,6973852490005,294.00,"2,205.00",西安海和景商贸有限公司,瓶
618,4.10,6921168500956,33.00,161.70,西安海和景商贸有限公司,瓶
619,4.10,6921168500970,27.00,132.30,西安海和景商贸有限公司,瓶
620,3.50,6926892501033,11.00,46.20,西安海和景商贸有限公司,瓶
621,1.30,6921168509256,192.00,326.40,西安海和景商贸有限公司,瓶
622,1.20,6921168511280,108.00,172.80,西安海和景商贸有限公司,瓶
623,22.00,6975131550721,43.00,"1,277.10",西安海和景商贸有限公司,瓶
624,4.00,6921168558018,39.00,187.20,西安海和景商贸有限公司,瓶
625,4.00,6921168558025,66.00,316.80,西安海和景商贸有限公司,瓶
626,4.00,6921168558032,56.00,268.80,西安海和景商贸有限公司,瓶
627,4.00,6921168558049,240.00,"1,152.00",西安海和景商贸有限公司,瓶
628,7.50,6921168559176,67.00,589.60,西安海和景商贸有限公司,瓶
629,3.50,6926892565080,16.00,67.20,西安海和景商贸有限公司,瓶
630,3.50,6926892568081,4.00,16.80,西安海和景商贸有限公司,瓶
631,2.20,6903004568511,289.00,693.60,西安海和景商贸有限公司,瓶
632,3.30,6903004568658,12.00,50.40,西安海和景商贸有限公司,罐
633,6.60,6921168593804,102.00,734.40,西安海和景商贸有限公司,瓶
634,6.60,6921168593880,1.00,7.20,西安海和景商贸有限公司,瓶
635,8.00,6921168594726,4.00,39.60,西安海和景商贸有限公司,瓶
636,8.00,6921168594733,30.00,297.00,西安海和景商贸有限公司,瓶
637,8.00,6921168594740,14.00,138.60,西安海和景商贸有限公司,瓶
638,3.00,6921168594993,88.00,324.72,西安海和景商贸有限公司,瓶
639,3.00,6921168595006,56.00,206.64,西安海和景商贸有限公司,瓶
640,2.30,6921168595167,24.00,67.20,西安海和景商贸有限公司,瓶
641,4.20,6921168596348,54.00,270.00,西安海和景商贸有限公司,瓶
642,7.00,8859546600098,4.00,39.60,西安海和景商贸有限公司,瓶
643,6.00,6972549660035,55.00,412.50,西安海和景商贸有限公司,瓶
644,3.80,6972549660097,71.00,347.90,西安海和景商贸有限公司,瓶
645,3.80,6972549660134,60.00,294.00,西安海和景商贸有限公司,瓶
646,4.20,6972549660677,56.00,280.00,西安海和景商贸有限公司,瓶
647,4.20,6972549660905,56.00,280.00,西安海和景商贸有限公司,瓶
648,4.20,6972549660929,22.00,110.00,西安海和景商贸有限公司,瓶
649,4.10,6972549661254,7.00,33.60,西安海和景商贸有限公司,瓶
650,5.60,6972537681233,5.00,34.50,西安海和景商贸有限公司,瓶
651,5.60,6972537684784,5.00,34.50,西安海和景商贸有限公司,瓶
652,5.70,8859015700168,234.00,"1,801.80",西安海和景商贸有限公司,瓶
653,2.30,6938309700526,32.00,96.00,西安海和景商贸有限公司,瓶
654,7.30,6937003701327,24.00,211.20,西安海和景商贸有限公司,瓶
655,7.30,6937003701341,5.00,44.00,西安海和景商贸有限公司,瓶
656,8.00,4891028707899,14.00,133.00,西安海和景商贸有限公司,盒
657,6.50,6974348720002,7.00,55.30,西安海和景商贸有限公司,瓶
658,6.50,6974348720019,22.00,173.80,西安海和景商贸有限公司,瓶
659,6.50,6974348720392,30.00,237.00,西安海和景商贸有限公司,瓶
660,4.60,6974348720972,2.00,11.60,西安海和景商贸有限公司,瓶
661,4.60,6974348721023,2.00,11.60,西安海和景商贸有限公司,瓶
662,4.60,6975176782460,19.00,108.30,西安海和景商贸有限公司,瓶
663,4.60,6975176782477,1.00,5.70,西安海和景商贸有限公司,瓶
664,4.00,6957735788861,154.00,739.20,西安海和景商贸有限公司,罐
665,3.50,6974800840286,26.00,117.00,西安海和景商贸有限公司,瓶
666,3.50,6974800840330,4.00,18.00,西安海和景商贸有限公司,瓶
667,12.30,6901347880390,35.00,521.50,西安海和景商贸有限公司,盒
668,4.60,6970399920118,1.00,5.70,西安海和景商贸有限公司,瓶
669,4.20,6970399920415,65.00,325.00,西安海和景商贸有限公司,瓶
670,4.20,6970399920439,6.00,30.00,西安海和景商贸有限公司,瓶
671,5.20,6970399921092,2.00,12.60,西安海和景商贸有限公司,瓶
