,importAmount,importPrice,postSaleAmount,postSalePrice,preSaleAmount,preSaleCost,preSalePrice,saleAmount,salePrice,serialNum
223,1.0,4.5,0.0,0.0,9.0,4.5,40.5,10.0,45.0,6902265540250
224,0.0,0.0,5.0,80.0,8.0,16.0,128.0,3.0,48.0,6971851560439
225,0.0,0.0,9.0,57.6,12.0,6.4,76.8,3.0,19.2,6902265240501
226,0.0,0.0,111.0,2220.0,115.0,20.0,2300.0,4.0,80.0,6928710600034
227,0.0,0.0,12.0,90.0,13.0,7.5,97.5,1.0,7.5,6902265440291
228,0.0,0.0,6.0,72.0,12.0,12.0,144.0,6.0,72.0,6902265590712
238,0.0,0.0,3.0,16.5,8.0,5.5,44.0,5.0,27.5,6902265470236
239,0.0,0.0,262.0,4061.0,267.0,15.5,4138.5,5.0,77.5,6971947498080
240,0.0,0.0,12.0,228.0,13.0,19.0,247.0,1.0,19.0,6932583203438
241,0.0,0.0,10.0,84.0,11.0,8.4,92.4,1.0,8.4,6902265210504
242,0.0,0.0,32.0,368.0,37.0,11.5,425.5,5.0,57.5,6928710601352
243,0.0,0.0,7.0,105.0,12.0,15.0,180.0,5.0,75.0,6928710600980
244,0.0,0.0,127.0,876.3,133.0,6.9,917.7,6.0,41.4,6928710600805
245,0.0,0.0,9.0,63.0,14.0,7.0,98.0,5.0,35.0,6928710600713
246,0.0,0.0,1051.0,18918.0,1055.0,18.0,18990.0,4.0,72.0,6928710600621
247,0.0,0.0,161.0,2576.0,165.0,16.0,2640.0,4.0,64.0,6928710601437
248,0.0,0.0,6.0,33.0,9.0,5.5,49.5,3.0,16.5,6928710601406
249,0.0,0.0,37.0,229.4,47.0,6.2,291.4,10.0,62.0,6928710601284
250,0.0,0.0,2.0,24.0,9.0,12.0,108.0,7.0,84.0,6928710601147
251,0.0,0.0,4.0,24.0,7.0,6.0,42.0,3.0,18.0,6928710601215
252,0.0,0.0,274.0,14248.0,279.0,52.0,14508.0,5.0,260.0,6928710601512
253,0.0,0.0,20.0,170.0,22.0,8.5,187.0,2.0,17.0,6928710601222
254,0.0,0.0,170.0,5610.0,170.0,33.0,5610.0,0.0,0.0,6928710601611
255,0.0,0.0,855.0,18810.0,863.0,22.0,18986.0,8.0,176.0,6928710600485
256,0.0,0.0,457.0,24678.0,457.0,54.0,24678.0,0.0,0.0,6928710601741
257,0.0,0.0,2654.0,98198.0,2656.0,37.0,98272.0,2.0,74.0,6928710600362
258,0.0,0.0,17.0,212.5,29.0,12.5,362.5,12.0,150.0,6928710600546
259,0.0,0.0,783.0,14094.0,804.0,18.0,14472.0,21.0,378.0,6928710600553
260,0.0,0.0,26.0,520.0,37.0,20.0,740.0,11.0,220.0,6928710600614
261,0.0,0.0,635.0,12700.0,640.0,20.0,12800.0,5.0,100.0,6928710600560
262,0.0,0.0,4.0,25.6,13.0,6.4,83.2,9.0,57.6,6902265170501
263,0.0,0.0,7.0,70.0,9.0,10.0,90.0,2.0,20.0,6928710601734
264,0.0,0.0,504.0,5544.0,510.0,11.0,5610.0,6.0,66.0,6928710600591
265,0.0,0.0,13.0,162.5,21.0,12.5,262.5,8.0,100.0,6928710600584
266,0.0,0.0,422.0,23632.0,423.0,56.0,23688.0,1.0,56.0,6928710601703
267,1.0,9.9,0.0,0.0,6.0,9.9,59.4,7.0,69.3,6902265150015
278,0.0,0.0,27.0,94.5,53.0,3.5,185.5,26.0,91.0,6920143500509
279,0.0,0.0,8.0,68.0,19.0,8.5,161.5,11.0,93.5,6936749501109
280,0.0,0.0,1.0,13.0,11.0,13.0,143.0,10.0,130.0,6922130118483
281,0.0,0.0,10.0,85.0,19.0,8.5,161.5,9.0,76.5,6936749501116
282,0.0,0.0,1.0,4.7,7.0,4.7,32.9,6.0,28.2,6924116170089
283,0.0,0.0,6.0,28.2,13.0,4.7,61.1,7.0,32.9,6924116170010
284,0.0,0.0,3.0,42.0,5.0,14.0,70.0,2.0,28.0,6970695160089
285,0.0,0.0,27.0,243.0,28.0,9.0,252.0,1.0,9.0,6910160312377
286,2.0,2.0,0.0,0.0,26.0,1.0,26.0,28.0,28.0,6915993302229
287,0.0,0.0,36.0,852.48,39.0,23.68,923.52,3.0,71.04,6970373120695
