,importAmount,importPrice,postSaleAmount,postSalePrice,preSaleAmount,preSaleCost,preSalePrice,saleAmount,salePrice,serialNum
404,0,0.00,67,134.00,100,2.00,200.00,33,66.00,6975915740065
405,0,0.00,20,160.00,25,8.00,200.00,5,40.00,6975915740034
406,0,0.00,10,80.00,21,8.00,168.00,11,88.00,6975915740041
409,0,0.00,16,193.60,22,12.10,266.20,6,72.60,6943036809015
410,0,0.00,13,299.00,21,23.00,483.00,8,184.00,6957335216023
411,0,0.00,30,654.00,37,21.80,806.60,7,152.60,6957335213015
412,0,0.00,30,885.00,50,29.50,1475.00,20,590.00,6943036808032
413,0,0.00,4,268.00,5,67.00,335.00,1,67.00,6943036812046
414,0,0.00,8,152.00,8,19.00,152.00,0,0.00,6957335207168
415,0,0.00,10,370.00,12,37.00,444.00,2,74.00,6957335215026
417,0,0.00,93,790.50,101,8.50,858.50,8,68.00,6901715291247
418,60,732.00,80,976.00,23,12.20,280.60,3,36.60,6901715292527
419,36,133.20,37,136.90,1,3.70,3.70,0,0.00,6901715292541
420,0,0.00,4,356.00,7,89.00,623.00,3,267.00,6954434300851
421,0,0.00,17,510.00,19,30.00,570.00,2,60.00,6931051900893
422,30,375.00,92,1150.00,66,12.50,825.00,4,50.00,6921774200639
423,0,0.00,23,287.50,25,12.50,312.50,2,25.00,6921774286305
433,0,0.00,68,850.00,70,12.50,875.00,2,25.00,6921774271561
434,0,0.00,34,425.00,38,12.50,475.00,4,50.00,6921774271622
435,30,375.00,61,762.50,37,12.50,462.50,6,75.00,6921774271547
436,0,0.00,6,75.00,6,12.50,75.00,0,0.00,6921774297066
437,0,0.00,13,182.00,15,14.00,210.00,2,28.00,6919892634603
438,36,144.00,48,192.00,12,4.00,48.00,0,0.00,6921774200776
439,0,0.00,8,32.00,8,4.00,32.00,0,0.00,6937962130121
440,0,0.00,20,80.00,22,4.00,88.00,2,8.00,6921774214070
441,0,0.00,14,56.00,14,4.00,56.00,0,0.00,6937962134389
442,0,0.00,16,216.00,19,13.50,256.50,3,40.50,6920731700106
443,0,0.00,17,229.50,17,13.50,229.50,0,0.00,6920731700205
444,0,0.00,29,391.50,29,13.50,391.50,0,0.00,6920731703305
445,0,0.00,39,546.00,40,14.00,560.00,1,14.00,6919892634108
446,0,0.00,13,52.00,13,4.00,52.00,0,0.00,6921774297028
447,0,0.00,37,148.00,41,4.00,164.00,4,16.00,6921774242714
448,0,0.00,36,144.00,36,4.00,144.00,0,0.00,6921774214179
449,0,0.00,20,80.00,22,4.00,88.00,2,8.00,6921774241540
450,0,0.00,30,474.00,31,15.80,489.80,1,15.80,6923250611281
451,0,0.00,25,395.00,27,15.80,426.60,2,31.60,6923250611267
452,0,0.00,13,205.40,15,15.80,237.00,2,31.60,6923250642193
453,0,0.00,57,1322.40,58,23.20,1345.60,1,23.20,3800014288381
454,0,0.00,7,56.00,7,8.00,56.00,0,0.00,6970870270640
455,0,0.00,16,128.00,22,8.00,176.00,6,48.00,6970870270671
456,0,0.00,65,520.00,66,8.00,528.00,1,8.00,6970870270664
457,0,0.00,34,272.00,34,8.00,272.00,0,0.00,6970870270657
458,0,0.00,42,399.00,42,9.50,399.00,0,0.00,6970870270947
459,0,0.00,92,1094.80,93,11.90,1106.70,1,11.90,6970870272231
460,0,0.00,40,580.00,40,14.50,580.00,0,0.00,6970870270213
461,0,0.00,12,174.00,12,14.50,174.00,0,0.00,6970870270084
462,0,0.00,15,217.50,16,14.50,232.00,1,14.50,6970870270152
472,0,0.00,31,449.50,31,14.50,449.50,0,0.00,6970870270015
473,0,0.00,43,408.50,43,9.50,408.50,0,0.00,6970870270961
475,0,0.00,64,1568.00,64,24.50,1568.00,0,0.00,6974613130109
476,0,0.00,81,648.00,81,8.00,648.00,0,0.00,6974613130055
477,0,0.00,20,920.00,20,46.00,920.00,0,0.00,6974613130383
478,0,0.00,1,54.00,1,54.00,54.00,0,0.00,9421029081930
479,0,0.00,110,880.00,111,8.00,888.00,1,8.00,6974613130086
480,0,0.00,22,1012.00,22,46.00,1012.00,0,0.00,6974613130376
481,0,0.00,76,608.00,76,8.00,608.00,0,0.00,6974613130062
482,0,0.00,28,1288.00,28,46.00,1288.00,0,0.00,6974613130314
483,0,0.00,71,568.00,72,8.00,576.00,1,8.00,6974613130079
484,0,0.00,27,1242.00,29,46.00,1334.00,2,92.00,6974613130345
487,0,0.00,35,595.00,40,17.00,680.00,5,85.00,4000417932006
488,0,0.00,1,10.50,1,10.50,10.50,0,0.00,8003477500037
489,0,0.00,1,10.50,3,10.50,31.50,2,21.00,8003477500013
491,0,0.00,2,72.00,3,36.00,108.00,1,36.00,4897031350015
492,0,0.00,1,17.00,3,17.00,51.00,2,34.00,4000417933003
495,0,0.00,21,630.00,33,30.00,990.00,12,360.00,6971893820010
496,0,0.00,8,252.00,9,31.50,283.50,1,31.50,6943890900477
497,0,0.00,250,3500.00,254,14.00,3556.00,4,56.00,6973669041100
498,0,0.00,37,518.00,37,14.00,518.00,0,0.00,6924750000995
499,0,0.00,7,910.00,8,130.00,1040.00,1,130.00,6974739650178
500,0,0.00,176,5808.00,179,33.00,5907.00,3,99.00,6954808610302
501,0,0.00,68,2244.00,69,33.00,2277.00,1,33.00,6954808610319
511,0,0.00,3,99.00,4,33.00,132.00,1,33.00,6954808612139
512,0,0.00,4,152.00,7,38.00,266.00,3,114.00,6954808612351
513,0,0.00,6,1380.00,8,230.00,1840.00,2,460.00,6974622050009
514,0,0.00,9,558.00,9,62.00,558.00,0,0.00,6972251252467
515,20,640.00,14,448.00,1,32.00,32.00,7,224.00,6972251252245
516,0,0.00,1,78.00,1,78.00,78.00,0,0.00,6972251252436
517,20,700.00,20,700.00,0,35.00,0.00,0,0.00,6972251252856
518,0,0.00,25,2175.00,29,87.00,2523.00,4,348.00,6974622051433
519,0,0.00,36,540.00,38,15.00,570.00,2,30.00,6949884200547
520,0,0.00,61,1555.50,64,25.50,1632.00,3,76.50,6970010925010
521,0,0.00,2,240.00,6,120.00,720.00,4,480.00,6970525359362
522,0,0.00,7,301.00,12,43.00,516.00,5,215.00,6970525359997
523,10,1350.00,8,1080.00,0,135.00,0.00,2,270.00,6970525356309
524,0,0.00,10,600.00,14,60.00,840.00,4,240.00,6970525358211
525,0,0.00,422,18568.00,424,44.00,18656.00,2,88.00,6975235721362
526,32,3168.00,50,4950.00,29,99.00,2871.00,11,1089.00,6975471520019
527,0,0.00,13,292.50,13,22.50,292.50,0,0.00,6971680630969
528,0,0.00,4,80.00,6,20.00,120.00,2,40.00,6971680630297
529,0,0.00,9,202.50,14,22.50,315.00,5,112.50,6970599913842
530,0,0.00,38,638.40,38,16.80,638.40,0,0.00,6959540361567
531,0,0.00,45,4635.00,45,103.00,4635.00,0,0.00,6959540368115
532,0,0.00,13,556.40,16,42.80,684.80,3,128.40,6959540361321
533,0,0.00,5,175.00,10,35.00,350.00,5,175.00,6975849950004
534,0,0.00,4,216.00,5,54.00,270.00,1,54.00,6943890900408
535,0,0.00,5,210.00,5,42.00,210.00,0,0.00,6943890900415
536,0,0.00,22,704.00,33,32.00,1056.00,11,352.00,6948431109968
537,0,0.00,1,26.00,1,26.00,26.00,0,0.00,6950327000518
538,0,0.00,8,120.00,9,15.00,135.00,1,15.00,6940747415115
539,0,0.00,0,0.00,3,18.00,54.00,3,54.00,6940747414910
540,0,0.00,22,704.00,30,32.00,960.00,8,256.00,6940747410912
550,0,0.00,25,800.00,31,32.00,992.00,6,192.00,6940747410813
551,0,0.00,29,1203.50,35,41.50,1452.50,6,249.00,0101020211012
553,0,0.00,72,1152.00,77,16.00,1232.00,5,80.00,6970228680121
