,countingAmount,diffAmount,diffPrice,serialNum,stockAmount
104,0,0,0.0,4870066002777,0
105,0,0,0.0,4005292002998,0
106,0,0,0.0,4005292003049,0
107,0,0,0.0,4005292003162,0
108,0,0,0.0,6903155003213,0
109,0,0,0.0,6903155003268,0
110,0,0,0.0,6903155003275,0
111,0,0,0.0,4870066003569,0
112,0,0,0.0,4870066003576,0
113,0,0,0.0,6903155003817,0
114,0,0,0.0,6903155003985,0
115,0,0,0.0,4870066004221,0
116,0,0,0.0,6903155004258,0
117,0,0,0.0,4870066004269,0
118,0,0,0.0,6903155004777,0
119,0,0,0.0,6903155004784,0
120,0,0,0.0,8000500005026,0
121,0,0,0.0,5010029005554,0
122,0,0,0.0,6911988006448,0
123,0,0,0.0,6911988006455,0
124,0,0,0.0,6911988006462,0
125,0,0,0.0,6917878006604,0
126,0,0,0.0,6911988006790,0
127,0,0,0.0,6917878006918,0
128,0,0,0.0,6911988007193,0
