,serialNum,sumAmount,sumTotal
438,6972933562891,1,10.80
439,6972933561467,5,97.50
448,6972933566035,4,52.00
449,6972933563706,2,39.00
450,4897038896271,6,114.00
451,4897038896288,2,38.00
452,4897038896264,3,57.00
453,4897038895816,3,28.50
454,4897038895809,5,47.50
455,6972535520893,6,46.80
456,6972535520886,7,54.60
457,6972698570216,4,39.60
458,6937439915251,11,140.80
459,6937439914988,4,51.20
460,6974176260541,1,13.50
461,6974176260367,5,90.00
462,6974176260176,1,13.50
463,6974176260183,3,43.50
464,6971791203618,3,36.00
465,6971791203571,2,18.00
466,6971791203595,1,9.00
467,6971791203588,2,18.00
468,6926507202591,3,87.00
469,6926507201884,3,234.00
470,6926507204182,1,29.90
471,6926507202836,14,75.60
472,6926507201594,1,48.00
473,6926507201143,1,23.50
474,6926507202430,2,31.20
475,6926507202379,1,27.50
476,6926507204991,1,58.80
485,6926507204342,1,29.90
486,6926507202300,4,140.00
487,4897031353603,4,112.00
488,4897031353597,1,28.00
489,4897031352422,1,36.50
490,9588552312266,1,24.50
491,9588552337474,1,14.50
492,9588552304506,7,180.60
493,9588552334954,1,19.50
494,9588552334978,1,19.50
495,9588552302854,1,29.00
496,9588552337528,2,36.00
497,9588552335135,8,144.00
498,9588552335128,3,54.00
499,9588552337498,3,118.50
500,9588552322821,5,80.00
501,9588552305312,3,74.70
502,9588552314338,1,15.90
503,9588552337450,7,101.50
504,9588552333902,1,14.50
505,9588552305725,1,20.00
506,9588552334251,1,15.00
507,9588552334268,1,15.00
508,9588552334244,2,30.00
509,9588552322692,5,67.50
510,9588552322708,8,108.00
511,9588552312259,1,24.50
512,9588552314123,1,15.90
513,9588552332912,6,99.00
522,6952675390211,10,150.00
523,6952675340735,4,72.00
524,6952675337735,3,39.60
525,6952675329938,11,181.50
526,6952675329921,13,305.50
527,6952675321123,15,477.00
528,6952675319915,8,129.60
529,6971827490623,1,13.50
530,4897082059974,1,7.50
531,4897082059998,2,15.00
532,4014400400007,1,27.50
533,653314503486,2,35.60
534,653314503493,5,89.00
535,6970631040109,3,53.70
536,6970631040123,2,35.80
537,6970631040130,3,53.70
538,6922621132783,3,19.50
539,6972508380417,2,30.00
540,6975048660810,2,39.00
541,6975048660834,8,236.00
542,6973968810094,3,51.00
543,6973968810988,2,34.00
544,6973968810063,3,102.00
545,6941174499631,3,46.50
546,6941174497156,1,10.80
547,6941174497149,1,10.80
548,6941174497026,1,49.00
549,6947705608107,2,71.60
550,6941025701999,4,50.00
559,6941025701968,3,37.50
560,6941025701975,2,25.00
561,6975287200020,8,134.40
562,6901333980196,1,30.00
563,6935036401603,3,67.50
564,6935036401597,2,51.00
565,6935036401580,4,96.00
566,6935036401849,2,27.00
567,6935036401306,2,26.00
568,6974856040098,2,60.00
569,6974856040081,6,180.00
570,4897038890972,3,71.40
571,4897038890965,2,47.60
572,4897038892327,2,35.60
573,4897038892372,1,15.00
574,4897038893379,4,46.00
575,4897038893362,5,57.50
576,4897038892761,4,46.00
577,4897038892754,4,46.00
578,8809022200885,4,234.00
579,6971657870503,6,111.00
580,6971657870893,3,55.50
581,6971657870343,1,18.50
582,6971426300491,1,8.30
583,6971426300477,7,58.10
584,4897076061181,5,69.50
585,9555118659530,1,12.00
586,4897076062379,1,13.80
587,4897076062393,2,27.60
596,6904432813037,1,22.00
597,6905014000081,1,33.50
598,6905014000890,2,56.00
599,6973768111179,1,27.80
600,4897119860832,2,30.00
601,4897119860825,3,45.00
602,4710484398970,1,17.00
603,4979365122725,1,29.80
604,6971062129289,2,77.60
605,6971062128855,1,49.00
606,4979365122718,1,29.80
607,6975840950034,1,15.00
608,6975840950058,2,30.00
609,6975840950041,3,45.00
610,6975840950089,1,16.00
611,6975840950096,1,16.00
612,6975840950065,1,31.80
613,6970480320292,5,395.00
614,6948042400034,6,504.00
615,6948042403929,3,252.00
616,6948042400027,10,699.00
619,6921555521236,9,333.00
621,8412253001437,6,1314.00
622,6909931264151,1,98.00
623,6926650313151,1,86.00
624,6926650331483,1,78.00
635,6926410320214,3,18.00
636,6926410321501,8,48.00
637,6926410330954,4,24.00
638,6971885311816,4,83.20
639,6971885311892,2,41.60
640,6971284201244,7,88.90
641,6971284201206,12,152.40
642,6971284201220,5,44.50
643,6941541006349,1,7.50
644,6941541002068,1,5.90
645,6941541005236,1,7.50
646,6941541002129,1,5.90
647,6972779770023,2,25.00
648,6972779770016,10,125.00
649,6971807592699,5,97.50
650,6971807593382,8,156.00
651,6971807593764,4,78.00
652,6920509001251,4,91.20
653,6920509001404,8,292.00
655,8859015700168,87,669.90
656,6936571950052,1,2.50
657,6922255447833,26,62.40
658,6903004568511,157,376.80
659,6974906990595,4,21.60
660,6974906990588,3,16.20
661,6974800840286,2,9.00
670,6974800840330,1,4.50
671,6970399927247,1,6.30
672,6970399922365,33,214.50
673,6970399922518,34,221.00
674,6921168558025,30,144.00
675,6921168558018,17,81.60
676,6921168558049,34,163.20
677,6921168596348,1,5.00
678,6921168558032,17,81.60
679,6974878230101,17,98.60
680,6973497200205,4,24.00
681,6973497200045,5,84.00
682,6973497200052,7,117.60
683,6973497202360,20,116.00
684,6973497202940,9,52.20
685,6973497200304,20,130.00
686,6973497202346,3,17.40
687,6971836970444,2,19.20
688,6973782440347,1,6.00
689,6923555210462,3,44.70
690,6923555210479,2,29.80
691,6923555212749,3,44.70
692,6944839992065,1,4.70
693,6954767401836,2,14.00
694,6972863230105,21,123.90
695,8855044006684,1,9.90
696,8855044004628,2,19.80
697,6902538004045,1,5.20
698,6902538005141,2,10.40
707,6902538004052,1,5.20
708,6938309700526,6,18.00
709,6971196385179,5,39.50
710,6971196385070,18,142.20
711,6971196385162,5,39.50
712,6973852490005,50,375.00
713,6921168593804,11,79.20
714,6921168594993,2,7.38
715,6921168595006,2,7.38
716,6921168511280,73,116.80
717,6921168559176,13,114.40
718,6921168509256,48,81.60
719,6921168594726,4,39.60
720,6921168594733,2,19.80
721,6921168500956,7,34.30
722,6937003701327,19,167.20
723,6917878030623,2,13.00
724,6943851102674,1,14.50
725,6943851102780,2,29.00
726,6972549660134,19,93.10
727,6972549660035,18,135.00
728,6972549660929,3,15.00
729,6972549661254,4,19.20
730,6972549660677,31,155.00
731,6972549660905,18,90.00
732,6972549660097,16,78.40
733,6935498308793,34,166.60
734,6971836970123,2,19.80
735,6901818460878,3,37.50
744,4891028707899,5,47.50
745,6954767422688,15,72.00
746,6974348720002,1,7.90
747,6974348720392,17,134.30
748,6974348720019,4,31.60
749,6954767430386,10,25.00
750,6901347880390,10,149.00
751,6957735788861,0,0.00
752,6926892568081,1,4.20
753,6926892501033,2,8.40
754,6975131550721,18,534.60
755,6975176782460,17,96.90
756,6970399920415,15,75.00
757,6970399921092,1,6.30
760,6911569140158,4,39.60
761,6911569126411,1,16.90
762,6924640202225,12,60.00
763,6911569014145,4,52.80
764,6911569506848,2,43.00
765,6911569113497,6,161.40
766,6911569132313,3,40.50
767,6911569200289,2,52.00
768,6911569126398,4,67.60
769,6911569009943,17,365.50
770,6911569114456,15,433.50
771,6911569145061,9,202.50
781,6923450662106,9,89.10
782,4894375022547,1,17.80
783,4894375011008,6,84.00
784,4713507008337,1,13.00
785,4894375022530,2,35.60
786,4713507008344,1,13.00
787,029173092964,1,12.00
788,029173092971,1,12.00
789,8935024140147,9,117.00
790,6914973601567,2,33.80
791,8809420330740,1,34.00
792,3185610001139,2,22.00
793,6948939602404,3,38.70
794,6948939602572,1,11.80
795,6948939602381,4,51.60
796,6948939608208,2,25.80
797,6901845040692,1,7.90
798,6901845040685,1,7.90
799,6901845040951,2,15.80
800,6923668390075,7,88.90
801,6923668390181,6,76.20
802,6918598028105,5,122.50
803,6937451883118,1,15.00
804,6937451883231,1,18.00
805,6914973200685,4,67.60
806,6914973604223,4,146.00
807,6914973206106,3,111.00
808,6914973604230,2,73.00
809,6914973300828,4,184.00
818,6931802400078,6,101.40
819,6931802400047,15,253.50
820,4897044644613,1,15.00
821,6954003201299,3,18.00
822,80050278,15,147.00
823,9556023986476,1,24.00
824,9556023875985,3,72.00
825,6940188801560,2,24.00
826,6940188801607,1,13.00
827,6940188801638,11,143.00
828,6940188801591,1,13.00
829,4713507019135,6,61.20
830,4713507011528,3,30.60
831,6971284200063,2,79.80
832,6971284200049,3,119.70
833,6920907808278,2,9.00
834,6920907808179,2,9.00
835,6920907809909,4,34.00
836,6920907809886,6,51.00
837,6920907809862,3,25.50
838,6920907801347,1,21.50
839,6925843404249,6,45.00
840,4894375010995,5,70.00
841,9556023564599,1,10.50
842,6959629805463,3,63.00
843,6959629805548,1,21.00
844,6959629805487,2,42.00
845,6959629805531,1,21.00
846,6959629805470,2,42.00
855,9588552322302,2,46.00
856,6971529861257,1,13.00
857,6927682700018,5,64.00
858,5410081201848,1,35.00
859,6952480000800,7,166.60
860,6923976110136,3,38.70
861,6923976112161,1,12.90
862,6923976181266,4,51.60
863,6970209860467,4,68.00
864,6970209860221,4,68.00
865,6934364814697,8,152.00
866,8993175537391,1,14.50
867,6923228400404,4,92.00
868,6924187892637,1,95.00
869,6924187876576,2,85.80
870,6924187875333,1,36.00
871,6924187851160,8,71.20
872,6924187889316,1,29.00
873,6924187889309,1,29.00
874,6924187858725,2,89.00
875,6924187821989,2,31.80
876,6924187821644,8,111.20
877,6924187822337,6,114.00
878,6974900680560,3,117.00
879,6974900680270,4,388.00
880,6974900680737,2,88.00
881,6925723002411,7,116.20
882,8002650002177,1,45.00
883,4715219771615,2,37.00
892,6901306180714,13,87.10
893,6901306180738,1,6.70
894,6901306180707,1,6.70
895,6926972995219,2,27.00
896,6926972995226,1,13.50
897,6926972995202,1,13.50
898,6972636670244,2,35.80
899,6972636670237,7,125.30
900,6972636670213,7,125.30
901,6909995101676,1,25.50
902,6909995110326,1,25.50
903,8032755323761,1,17.00
904,6959479300422,2,80.00
905,4712883837876,2,36.00
906,4712883837883,2,36.00
907,4712883834257,3,31.50
908,4712764583595,2,76.00
909,4897025889453,2,36.00
910,4897025882539,2,82.00
911,4897025889460,5,90.00
912,6920130971879,4,55.20
913,6920130971886,2,27.60
914,6920907808612,2,11.80
915,6920907808575,2,11.80
916,6923450656181,8,100.00
917,6923450656150,5,62.50
918,6923450657935,5,62.50
919,6923450657638,2,25.00
920,6923450656860,8,100.00
929,4716076571745,1,10.50
930,4716076571769,1,10.50
931,4716076571462,2,22.00
932,4716076571714,1,10.50
933,4716076571691,1,10.50
934,4716076571707,2,21.00
935,4716076571479,1,11.00
936,6920153606222,2,35.00
937,6920153606215,1,17.50
938,9556854006008,2,104.00
939,4897044643081,1,16.00
940,6920609900362,16,184.00
941,6925785605865,2,131.80
942,6925785605797,1,35.80
943,6925785605902,1,38.90
944,6925785603441,2,67.80
945,6925785601898,1,33.80
946,8935024149669,1,50.00
947,6922895401226,10,65.00
948,9556121027149,2,84.00
949,9556121024025,1,11.00
950,9556121027163,1,50.00
952,4260290260027,2,30.00
953,4260290260010,16,240.00
954,4260290263042,1,59.00
955,9300639500041,13,169.00
956,4100290007089,1,15.00
957,5711953044380,11,68.20
966,5711953044366,7,43.40
967,4100290007072,2,30.00
968,6955801118659,2,208.00
969,6904007610542,1,18.90
970,6904007607856,1,18.00
971,6904007602578,1,40.00
972,6904007605920,1,40.00
973,6904007607917,8,100.00
974,6904007608563,1,7.90
975,6904007608570,5,39.50
976,6904007606606,7,312.90
977,6904007608211,2,40.20
979,3179730010591,24,204.00
980,3179730010560,24,204.00
981,4891599331288,1,78.00
982,6901808188881,42,189.00
983,6970783730132,1,3.00
984,6970783730019,16,48.00
985,6925303730574,1,4.30
986,6956367338680,16,64.00
987,3068320055008,4,26.40
990,6971738655364,3,47.40
991,6971738655333,3,64.50
992,6971738655395,4,63.20
993,6971738655371,6,94.80
994,6971738656095,4,87.20
1003,6947773601949,2,98.00
1004,6947689112454,13,767.00
1005,6947689112102,7,161.00
1006,6976354450058,4,312.00
1007,6976354450034,2,42.00
1008,6957890900335,1,98.00
1009,6971881050238,4,472.00
1010,6958196800499,8,320.00
1011,6958196800338,22,1353.00
1012,6921665714436,4,47.20
1013,6921665732577,2,25.60
1014,6921665714429,2,23.60
1015,6971881050054,23,2185.00
1016,4891913367238,1,37.90
1017,6950327000884,16,302.40
1018,6950327001041,1,25.80
1019,6950327001058,5,119.50
1020,6957890900336,8,1024.00
1021,6973820980132,5,925.00
1022,6945482421773,9,189.00
1025,6975624411010,3,56.10
1026,6941297400217,1,12.70
1027,6947798800112,41,192.70
1028,6956405213610,1,6.90
1029,6956405213627,8,53.60
1030,6956405213962,1,6.70
1031,6956405212927,8,53.60
1040,6974197980008,24,165.60
1043,6954113701504,76,1482.00
1046,6939656100090,5,287.50
1047,6972808382180,1,25.50
1048,6972808380421,2,133.80
1049,6972808382388,1,27.00
1050,6939656100663,2,115.00
1051,6973044387731,1,24.50
1053,6972808381145,1,45.50
1055,6972808388922,3,357.00
1056,6972808381992,4,119.60
1059,6947475900913,13,985.40
1060,6947475903242,1,144.00
1061,6947475902405,10,810.00
1062,6970866090580,1,128.80
1063,6971947498264,1,86.00
1064,6944910358360,1,82.00
1066,6922507804117,1,6.90
1067,6922507809754,11,49.50
1068,6922507821688,4,42.00
1077,6922507821701,1,10.50
1078,6922507805022,1,13.80
1079,6922507823903,3,22.50
1080,6922507804087,3,38.40
1081,6922507800638,3,38.40
1082,6922507800621,3,38.40
1083,6922507823910,1,7.50
1084,6944910337563,1,99.00
1086,6944910355765,13,585.00
1087,6944910352412,4,67.60
1088,6974919372371,2,110.00
1090,6970037311148,8,544.00
1091,6907992515533,1,88.00
1092,6922477411575,3,52.50
1093,6922477411551,2,35.00
1094,6922477411599,1,17.50
1095,6922477411544,7,122.50
1096,6922477400333,1,15.80
1097,6922477400524,2,31.60
1098,6922477400777,2,31.60
1099,6922477411087,10,198.00
1100,6922477411407,6,118.80
1101,6922477410547,2,21.60
1102,6922477410530,3,32.40
1103,6922477400227,1,13.90
1104,6922477400685,6,143.40
1105,6971550820001,4,34.00
1114,6971550821107,3,39.00
1115,6971550820643,5,74.00
1116,6971550820650,4,59.20
1117,6907992518077,2,176.00
1118,6907992519241,1,96.00
1119,6924810822406,4,143.20
1120,6924810801838,3,46.50
1121,6924810824608,9,79.20
1122,6924810810014,5,205.00
1123,6924810822222,6,220.80
1124,6924810822376,3,101.40
1125,6924810812216,1,24.00
1126,6924810801807,7,108.50
1127,6970037311421,2,156.00
1128,6970037311247,1,78.00
1129,6970037310158,8,392.00
1130,6970037314354,10,675.00
1131,6935739919337,16,1408.00
1132,6928494805717,1,19.80
1133,6928494805250,5,64.00
1134,6971550820698,6,39.60
1135,6971550821114,5,98.00
1136,6971550821046,7,46.20
1137,6971550821121,5,98.00
1138,6928494806448,2,29.60
1139,6928494805267,2,25.60
1140,6941704425000,4,31.60
1141,6941704425017,6,112.80
1142,6971550820599,3,44.40
1151,6907992514178,2,156.00
1152,6907992518992,3,198.00
1153,6907992514406,3,204.00
1154,6907992513829,4,272.00
1155,6907992512761,1,65.00
1156,6907992513157,6,390.00
1158,6941499119399,2,238.00
1161,3,175,87.50
