,categoryName,grossProfit,grossProfitRate,saleAmount,saleTotal,serialNum,supplierName,totalCost
520,饮料类,1.10,17.46%,1.00,6.30,6970399921092,海和景商贸有限公司,5.20
521,饮料类,49.50,23.08%,33.00,214.50,6970399922365,海和景商贸有限公司,165.00
522,饮料类,51.00,23.08%,34.00,221.00,6970399922518,海和景商贸有限公司,170.00
523,饮料类,1.30,20.63%,1.00,6.30,6970399927247,海和景商贸有限公司,5.00
524,饮料类,0.40,16.00%,1.00,2.50,6936571950052,海和景商贸有限公司,2.10
525,饮料类,3.80,19.19%,2.00,19.80,6971836970123,海和景商贸有限公司,16.00
526,饮料类,3.00,15.63%,2.00,19.20,6971836970444,海和景商贸有限公司,16.20
527,饮料类,3.00,18.52%,3.00,16.20,6974906990588,海和景商贸有限公司,13.20
528,饮料类,4.00,18.52%,4.00,21.60,6974906990595,海和景商贸有限公司,17.60
529,饮料类,0.80,17.02%,1.00,4.70,6944839992065,海和景商贸有限公司,3.90
531,副食类,29.20,32.02%,4.00,91.20,6920509001251,海和景商贸有限公司,62.00
532,副食类,93.60,32.05%,8.00,292.00,6920509001404,海和景商贸有限公司,198.40
533,副食类,1.40,23.73%,1.00,5.90,6941541002068,海和景商贸有限公司,4.50
534,副食类,1.40,23.73%,1.00,5.90,6941541002129,海和景商贸有限公司,4.50
535,副食类,1.80,24.00%,1.00,7.50,6941541005236,海和景商贸有限公司,5.70
536,副食类,1.80,24.00%,1.00,7.50,6941541006349,海和景商贸有限公司,5.70
537,副食类,32.40,21.26%,12.00,152.40,6971284201206,海和景商贸有限公司,120.00
538,副食类,9.50,21.35%,5.00,44.50,6971284201220,海和景商贸有限公司,35.00
539,副食类,18.90,21.26%,7.00,88.90,6971284201244,海和景商贸有限公司,70.00
540,副食类,19.20,23.08%,4.00,83.20,6971885311816,海和景商贸有限公司,64.00
541,副食类,9.60,23.08%,2.00,41.60,6971885311892,海和景商贸有限公司,32.00
542,副食类,4.20,23.33%,3.00,18.00,6926410320214,海和景商贸有限公司,13.80
543,副食类,11.20,23.33%,8.00,48.00,6926410321501,海和景商贸有限公司,36.80
544,副食类,5.60,23.33%,4.00,24.00,6926410330954,海和景商贸有限公司,18.40
545,副食类,20.00,20.51%,5.00,97.50,6971807592699,海和景商贸有限公司,77.50
546,副食类,32.00,20.51%,8.00,156.00,6971807593382,海和景商贸有限公司,124.00
547,副食类,16.00,20.51%,4.00,78.00,6971807593764,海和景商贸有限公司,62.00
548,副食类,40.00,32.00%,10.00,125.00,6972779770016,海和景商贸有限公司,85.00
549,副食类,8.00,32.00%,2.00,25.00,6972779770023,海和景商贸有限公司,17.00
551,调料类,30.00,21.74%,12.00,138.00,6922824000643,臻泽农业发展有限公司,108.00
552,调料类,5.00,21.74%,2.00,23.00,6922824001329,臻泽农业发展有限公司,18.00
553,调料类,0.60,21.43%,1.00,2.80,6907592001429,臻泽农业发展有限公司,2.20
554,调料类,6.00,23.53%,3.00,25.50,4893888001575,臻泽农业发展有限公司,19.50
555,调料类,11.00,33.33%,2.00,33.00,6906303002434,臻泽农业发展有限公司,22.00
556,调料类,2.00,23.53%,1.00,8.50,6906303002441,臻泽农业发展有限公司,6.50
557,调料类,8.00,28.57%,4.00,28.00,6901377002502,臻泽农业发展有限公司,20.00
558,调料类,4.80,26.67%,4.00,18.00,6906303004469,臻泽农业发展有限公司,13.20
559,调料类,18.70,30.91%,11.00,60.50,6906303004476,臻泽农业发展有限公司,41.80
560,调料类,3.40,30.91%,2.00,11.00,6906303004605,臻泽农业发展有限公司,7.60
561,调料类,30.00,23.08%,20.00,130.00,6906303004612,臻泽农业发展有限公司,100.00
562,调料类,1.00,25.00%,1.00,4.00,6906303004643,臻泽农业发展有限公司,3.00
563,调料类,14.00,22.22%,14.00,63.00,6901754040936,臻泽农业发展有限公司,49.00
564,调料类,5.00,25.00%,2.00,20.00,6922824055018,臻泽农业发展有限公司,15.00
565,调料类,17.60,21.05%,11.00,83.60,6922824055063,臻泽农业发展有限公司,66.00
566,调料类,5.00,20.00%,2.00,25.00,6922824075016,臻泽农业发展有限公司,20.00
567,调料类,2.30,26.14%,1.00,8.80,6936072100154,臻泽农业发展有限公司,6.50
568,调料类,2.00,21.05%,1.00,9.50,6936072100369,臻泽农业发展有限公司,7.50
569,调料类,3.60,17.14%,3.00,21.00,6936072100468,臻泽农业发展有限公司,17.40
570,调料类,10.90,31.23%,1.00,34.90,6936072100871,臻泽农业发展有限公司,24.00
571,调料类,35.70,16.19%,21.00,220.50,6922130101485,臻泽农业发展有限公司,184.80
572,调料类,21.00,21.21%,6.00,99.00,6922130118483,臻泽农业发展有限公司,78.00
573,调料类,8.00,22.73%,16.00,35.20,6901754150505,臻泽农业发展有限公司,27.20
574,调料类,2.40,20.34%,2.00,11.80,6924116170010,臻泽农业发展有限公司,9.40
575,调料类,2.40,20.34%,2.00,11.80,6924116188879,臻泽农业发展有限公司,9.40
576,调料类,4.10,31.54%,1.00,13.00,6902534238338,臻泽农业发展有限公司,8.90
577,调料类,0.40,20.00%,1.00,2.00,6942046300017,臻泽农业发展有限公司,1.60
578,调料类,3.60,20.00%,9.00,18.00,6942046300055,臻泽农业发展有限公司,14.40
579,调料类,3.00,22.22%,3.00,13.50,6915993301895,臻泽农业发展有限公司,10.50
580,调料类,3.30,20.00%,11.00,16.50,6915993302229,臻泽农业发展有限公司,13.20
581,调料类,5.70,20.00%,19.00,28.50,6915993303028,臻泽农业发展有限公司,22.80
582,调料类,7.20,20.00%,24.00,36.00,6915993303363,臻泽农业发展有限公司,28.80
583,调料类,10.80,24.66%,3.00,43.80,6915993304650,臻泽农业发展有限公司,33.00
584,调料类,4.00,19.05%,2.00,21.00,6918678310014,臻泽农业发展有限公司,17.00
585,调料类,8.10,18.62%,3.00,43.50,6935953399984,臻泽农业发展有限公司,35.40
586,调料类,12.00,16.11%,5.00,74.50,6935953399991,臻泽农业发展有限公司,62.50
587,调料类,10.00,30.77%,5.00,32.50,6955381400601,臻泽农业发展有限公司,22.50
588,调料类,12.00,30.77%,6.00,39.00,6955381400700,臻泽农业发展有限公司,27.00
589,调料类,7.00,24.14%,2.00,29.00,6918678423035,臻泽农业发展有限公司,22.00
590,调料类,4.80,21.05%,4.00,22.80,6935616500016,臻泽农业发展有限公司,18.00
591,调料类,11.40,17.43%,3.00,65.40,6930305500049,臻泽农业发展有限公司,54.00
592,调料类,2.40,21.43%,4.00,11.20,6944296500049,臻泽农业发展有限公司,8.80
593,调料类,13.20,25.53%,11.00,51.70,6920143500509,臻泽农业发展有限公司,38.50
594,调料类,29.70,27.97%,9.00,106.20,6936749501109,臻泽农业发展有限公司,76.50
595,调料类,9.90,27.97%,3.00,35.40,6936749501116,臻泽农业发展有限公司,25.50
596,调料类,1.00,15.87%,1.00,6.30,6922848608870,臻泽农业发展有限公司,5.30
597,调料类,2.00,16.00%,1.00,12.50,6939044610002,臻泽农业发展有限公司,10.50
598,调料类,38.40,20.13%,12.00,190.80,6942032700029,臻泽农业发展有限公司,152.40
599,调料类,12.00,11.54%,8.00,104.00,6942032700050,臻泽农业发展有限公司,92.00
600,调料类,10.50,11.54%,7.00,91.00,6942032700067,臻泽农业发展有限公司,80.50
