,categoryName,cost,currPrice,productId,productName,serialNum,supplierName,unit
185,大米,68.0,82.0,358360,中粮柬埔寨香米5kg,6944910358360,西安腾旺贸易有限公司,袋
186,大米,65.0,86.0,498264,野森林五常大米5kg,6971947498264,西安腾旺贸易有限公司,袋
187,大米,85.0,112.0,498288,野森林五常有机大米5kg,6971947498288,西安腾旺贸易有限公司,袋
188,大米,64.0,75.8,900913,老哥俩米5kg,6947475900913,西安腾旺贸易有限公司,袋
189,大米,68.0,81.0,902405,老哥五常稻花香米5kg,6947475902405,西安腾旺贸易有限公司,袋
194,大米,114.0,144.0,903242,老哥俩有机稻花香米5kg,6947475903242,西安腾旺贸易有限公司,袋
281,食用油,138.0,166.0,380827,初萃健康食用油礼盒5.4L,6972808380827,西安市禾采商贸有限公司,盒
282,食用油,156.0,189.0,380865,初萃油茶籽油礼盒500ml*2,6972808380865,西安市禾采商贸有限公司,盒
283,食用油,52.0,59.9,381855,初萃浓香花生油1.8L,6972808381855,西安市禾采商贸有限公司,瓶
284,食用油,24.0,29.9,381992,初萃芝麻油400ml,6972808381992,西安市禾采商贸有限公司,瓶
285,食用油,98.0,119.0,388922,初萃低芥酸浓香菜籽油5L,6972808388922,西安市禾采商贸有限公司,桶
286,食用油,89.0,109.0,389516,初萃零反式脂肪酸葵花籽油5L,6972808389516,西安市禾采商贸有限公司,桶
287,面粉,54.0,66.0,381022,初萃内蒙巴彦淖尔雪花粉5kg,6972808381022,西安市禾采商贸有限公司,袋
288,面粉,37.2,45.5,381145,初萃多用途麦芯粉5kg,6972808381145,西安市禾采商贸有限公司,袋
289,零食类,47.0,57.5,100090,洋槐成熟蜜500g,6939656100090,西安市禾采商贸有限公司,瓶
290,零食类,47.0,57.5,100663,枣花成熟蜜500g,6939656100663,西安市禾采商贸有限公司,瓶
291,零食类,55.0,66.9,380421,悠采每日冲调燕麦礼盒经典款900g,6972808380421,西安市禾采商贸有限公司,盒
292,零食类,19.5,25.5,382180,悠采果蔬燕麦片360g,6972808382180,西安市禾采商贸有限公司,盒
293,零食类,22.0,27.0,382388,悠采五红混合燕麦片360g,6972808382388,西安市禾采商贸有限公司,盒
294,零食类,22.0,27.0,382401,悠采五黑混合燕麦片360g,6972808382401,西安市禾采商贸有限公司,盒
295,零食类,19.2,24.5,387731,中粮悠采无糖高纤奇亚籽饼干200g,6973044387731,西安市禾采商贸有限公司,盒
296,零食类,19.2,24.5,387748,中粮悠采无糖高蛋白三色藜麦饼干200g,6973044387748,西安市禾采商贸有限公司,盒
297,零食类,19.2,24.5,387755,中粮悠采无糖五黑杂粮饼干200g,6973044387755,西安市禾采商贸有限公司,盒
298,大米,76.0,93.0,388960,初萃中粮一号五优稻4号五常稻花香米5kg,6972808388960,西安市禾采商贸有限公司,袋
299,大米,44.0,53.0,387840,初萃中粮一号大米5kg,6972808387840,西安市禾采商贸有限公司,袋
300,蔬菜,0.0,4.0,900024,永和老豆腐380g/盒,6933190910566,西安市碑林区祥坤蔬菜店,盒
301,蔬菜,0.0,3.0,900031,永和嫩豆腐350g/盒,6933190900031,西安市碑林区祥坤蔬菜店,盒
302,蔬菜,0.0,4.5,900048,永和白素鸡230g/盒,6933190900048,西安市碑林区祥坤蔬菜店,盒
303,蔬菜,0.0,4.0,900062,永和油豆泡125g/盒,6933190900062,西安市碑林区祥坤蔬菜店,盒
304,蔬菜,0.0,4.0,900116,永和千层豆干220g/盒,6933190900116,西安市碑林区祥坤蔬菜店,盒
305,蔬菜,0.0,4.5,900147,永和卤干200g/盒,6933190900147,西安市碑林区祥坤蔬菜店,盒
306,蔬菜,0.0,4.0,900185,永和豆腐干200g/盒,6933190900185,西安市碑林区祥坤蔬菜店,盒
311,蔬菜,0.0,3.5,900208,永和火锅豆皮160g/盒,6933190900208,西安市碑林区祥坤蔬菜店,盒
430,副食,23.0,28.8,012115,农心辣白菜辛拉面5连包,6920238012115,西安三炫农业科技有限公司,袋
431,副食,23.0,28.8,066019,农心辛拉面香菇牛肉5连包,6920238066019,西安三炫农业科技有限公司,袋
432,副食,9.8,11.9,300330,韩国苑岛干裙带菜100g,6954665300330,西安三炫农业科技有限公司,袋
