,importAmount,importPrice,postSaleAmount,postSalePrice,preSaleAmount,preSaleCost,preSalePrice,saleAmount,salePrice,serialNum
174,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,5010029219043
175,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,5010029219074
176,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,5010029219104
177,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,8996001301890
178,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,8996001303634
179,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,8996001303733
180,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,8996001353011
181,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6954287500316
182,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6954287500323
183,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6954287500361
184,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6954287500538
185,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6954287500668
186,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6948839503207
187,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6948839503283
188,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6948839503788
189,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6948839503832
190,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6948839503948
191,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6948839504389
192,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6948839504402
193,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6948839504426
194,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6948839504747
195,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6948839504778
196,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6948839504808
197,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6914973600010
